"TIME","GEO","NABS07","UNIT","Value","Flag and Footnotes"
"2009","Poland","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices",":",""
"2009","Poland","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro",":",""
"2009","Poland","General advancement of knowledge: R&D financed from General University Funds (GUF)","Euro per inhabitant",":",""
"2009","Poland","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million units of national currency",":",""
"2009","Poland","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS)",":",""
"2009","Poland","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS) at 2005 prices",":",""
"2009","Poland","General advancement of knowledge: R&D financed from other sources than GUF","Million euro",":",""
"2009","Poland","General advancement of knowledge: R&D financed from other sources than GUF","Euro per inhabitant",":",""
"2009","Poland","General advancement of knowledge: R&D financed from other sources than GUF","Million units of national currency",":",""
"2009","Poland","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS)",":",""
"2009","Poland","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS) at 2005 prices",":",""
"2009","Poland","Defence","Million euro",":",""
"2009","Poland","Defence","Euro per inhabitant",":",""
"2009","Poland","Defence","Million units of national currency",":",""
"2009","Poland","Defence","Million purchasing power standards (PPS)",":",""
"2009","Poland","Defence","Million purchasing power standards (PPS) at 2005 prices",":",""
"2009","Poland","Total civil R&D appropriations","Million euro",":",""
"2009","Poland","Total civil R&D appropriations","Euro per inhabitant",":",""
"2009","Poland","Total civil R&D appropriations","Million units of national currency",":",""
"2009","Poland","Total civil R&D appropriations","Million purchasing power standards (PPS)",":",""
"2009","Poland","Total civil R&D appropriations","Million purchasing power standards (PPS) at 2005 prices",":",""
"2009","Poland","Total R&D appropriations","Million euro","1 051.668",""
"2009","Poland","Total R&D appropriations","Euro per inhabitant","27.6",""
"2009","Poland","Total R&D appropriations","Million units of national currency","4 551.2",""
"2009","Poland","Total R&D appropriations","Million purchasing power standards (PPS)","1 852.793",""
"2009","Poland","Total R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","1 820.866",""
"2009","Portugal","Exploration and exploitation of the earth","Million euro","37.62",""
"2009","Portugal","Exploration and exploitation of the earth","Euro per inhabitant","3.6",""
"2009","Portugal","Exploration and exploitation of the earth","Million units of national currency","37.62",""
"2009","Portugal","Exploration and exploitation of the earth","Million purchasing power standards (PPS)","45.633",""
"2009","Portugal","Exploration and exploitation of the earth","Million purchasing power standards (PPS) at 2005 prices","44.035",""
"2009","Portugal","Environment","Million euro","52.49",""
"2009","Portugal","Environment","Euro per inhabitant","5",""
"2009","Portugal","Environment","Million units of national currency","52.49",""
"2009","Portugal","Environment","Million purchasing power standards (PPS)","63.671",""
"2009","Portugal","Environment","Million purchasing power standards (PPS) at 2005 prices","61.44",""
"2009","Portugal","Exploration and exploitation of space","Million euro","8.64",""
"2009","Portugal","Exploration and exploitation of space","Euro per inhabitant","0.8",""
"2009","Portugal","Exploration and exploitation of space","Million units of national currency","8.64",""
"2009","Portugal","Exploration and exploitation of space","Million purchasing power standards (PPS)","10.48",""
"2009","Portugal","Exploration and exploitation of space","Million purchasing power standards (PPS) at 2005 prices","10.113",""
"2009","Portugal","Transport, telecommunication and other infrastructures","Million euro","98.31",""
"2009","Portugal","Transport, telecommunication and other infrastructures","Euro per inhabitant","9.3",""
"2009","Portugal","Transport, telecommunication and other infrastructures","Million units of national currency","98.31",""
"2009","Portugal","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS)","119.25",""
"2009","Portugal","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS) at 2005 prices","115.073",""
"2009","Portugal","Energy","Million euro","32.25",""
"2009","Portugal","Energy","Euro per inhabitant","3.1",""
"2009","Portugal","Energy","Million units of national currency","32.25",""
"2009","Portugal","Energy","Million purchasing power standards (PPS)","39.119",""
"2009","Portugal","Energy","Million purchasing power standards (PPS) at 2005 prices","37.749",""
"2009","Portugal","Industrial production and technology","Million euro","108.97",""
"2009","Portugal","Industrial production and technology","Euro per inhabitant","10.3",""
"2009","Portugal","Industrial production and technology","Million units of national currency","108.97",""
"2009","Portugal","Industrial production and technology","Million purchasing power standards (PPS)","132.181",""
"2009","Portugal","Industrial production and technology","Million purchasing power standards (PPS) at 2005 prices","127.551",""
"2009","Portugal","Health","Million euro","221.35",""
"2009","Portugal","Health","Euro per inhabitant","21",""
"2009","Portugal","Health","Million units of national currency","221.35",""
"2009","Portugal","Health","Million purchasing power standards (PPS)","268.498",""
"2009","Portugal","Health","Million purchasing power standards (PPS) at 2005 prices","259.093",""
"2009","Portugal","Agriculture","Million euro","81.45",""
"2009","Portugal","Agriculture","Euro per inhabitant","7.7",""
"2009","Portugal","Agriculture","Million units of national currency","81.45",""
"2009","Portugal","Agriculture","Million purchasing power standards (PPS)","98.799",""
"2009","Portugal","Agriculture","Million purchasing power standards (PPS) at 2005 prices","95.338",""
"2009","Portugal","Education","Million euro","65.55",""
"2009","Portugal","Education","Euro per inhabitant","6.2",""
"2009","Portugal","Education","Million units of national currency","65.55",""
"2009","Portugal","Education","Million purchasing power standards (PPS)","79.512",""
"2009","Portugal","Education","Million purchasing power standards (PPS) at 2005 prices","76.727",""
"2009","Portugal","Culture, recreation, religion and mass media","Million euro","50.15",""
"2009","Portugal","Culture, recreation, religion and mass media","Euro per inhabitant","4.7",""
"2009","Portugal","Culture, recreation, religion and mass media","Million units of national currency","50.15",""
"2009","Portugal","Culture, recreation, religion and mass media","Million purchasing power standards (PPS)","60.832",""
"2009","Portugal","Culture, recreation, religion and mass media","Million purchasing power standards (PPS) at 2005 prices","58.701",""
"2009","Portugal","Political and social systems, structures and processes","Million euro","37.61",""
"2009","Portugal","Political and social systems, structures and processes","Euro per inhabitant","3.6",""
"2009","Portugal","Political and social systems, structures and processes","Million units of national currency","37.61",""
"2009","Portugal","Political and social systems, structures and processes","Million purchasing power standards (PPS)","45.621",""
"2009","Portugal","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices","44.023",""
"2009","Portugal","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro","519.62",""
"2009","Portugal","General advancement of knowledge: R&D financed from General University Funds (GUF)","Euro per inhabitant","49.2",""
"2009","Portugal","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million units of national currency","519.62",""
"2009","Portugal","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS)","630.301",""
"2009","Portugal","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS) at 2005 prices","608.221",""
"2009","Portugal","General advancement of knowledge: R&D financed from other sources than GUF","Million euro","435.07",""
"2009","Portugal","General advancement of knowledge: R&D financed from other sources than GUF","Euro per inhabitant","41.2",""
"2009","Portugal","General advancement of knowledge: R&D financed from other sources than GUF","Million units of national currency","435.07",""
"2009","Portugal","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS)","527.741",""
"2009","Portugal","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS) at 2005 prices","509.254",""
"2009","Portugal","Defence","Million euro","3.47",""
"2009","Portugal","Defence","Euro per inhabitant","0.3",""
"2009","Portugal","Defence","Million units of national currency","3.47",""
"2009","Portugal","Defence","Million purchasing power standards (PPS)","4.209",""
"2009","Portugal","Defence","Million purchasing power standards (PPS) at 2005 prices","4.062",""
"2009","Portugal","Total civil R&D appropriations","Million euro","1 749.08",""
"2009","Portugal","Total civil R&D appropriations","Euro per inhabitant","165.6",""
"2009","Portugal","Total civil R&D appropriations","Million units of national currency","1 749.08",""
"2009","Portugal","Total civil R&D appropriations","Million purchasing power standards (PPS)","2 121.64",""
"2009","Portugal","Total civil R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","2 047.317",""
"2009","Portugal","Total R&D appropriations","Million euro","1 752.55",""
"2009","Portugal","Total R&D appropriations","Euro per inhabitant","165.9",""
"2009","Portugal","Total R&D appropriations","Million units of national currency","1 752.55",""
"2009","Portugal","Total R&D appropriations","Million purchasing power standards (PPS)","2 125.849",""
"2009","Portugal","Total R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","2 051.379",""
"2009","Romania","Exploration and exploitation of the earth","Million euro","6.769",""
"2009","Romania","Exploration and exploitation of the earth","Euro per inhabitant","0.3",""
"2009","Romania","Exploration and exploitation of the earth","Million units of national currency","28.7",""
"2009","Romania","Exploration and exploitation of the earth","Million purchasing power standards (PPS)","13.935",""
"2009","Romania","Exploration and exploitation of the earth","Million purchasing power standards (PPS) at 2005 prices","11.526",""
"2009","Romania","Environment","Million euro","28.538",""
"2009","Romania","Environment","Euro per inhabitant","1.4",""
"2009","Romania","Environment","Million units of national currency","121",""
"2009","Romania","Environment","Million purchasing power standards (PPS)","58.749",""
"2009","Romania","Environment","Million purchasing power standards (PPS) at 2005 prices","48.595",""
"2009","Romania","Exploration and exploitation of space","Million euro","12.496",""
"2009","Romania","Exploration and exploitation of space","Euro per inhabitant","0.6",""
"2009","Romania","Exploration and exploitation of space","Million units of national currency","52.98",""
"2009","Romania","Exploration and exploitation of space","Million purchasing power standards (PPS)","25.723",""
"2009","Romania","Exploration and exploitation of space","Million purchasing power standards (PPS) at 2005 prices","21.278",""
"2009","Romania","Transport, telecommunication and other infrastructures","Million euro","38.477",""
"2009","Romania","Transport, telecommunication and other infrastructures","Euro per inhabitant","1.9",""
"2009","Romania","Transport, telecommunication and other infrastructures","Million units of national currency","163.14",""
"2009","Romania","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS)","79.21",""
"2009","Romania","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS) at 2005 prices","65.519",""
"2009","Romania","Energy","Million euro","24.005",""
"2009","Romania","Energy","Euro per inhabitant","1.2",""
"2009","Romania","Energy","Million units of national currency","101.78",""
"2009","Romania","Energy","Million purchasing power standards (PPS)","49.417",""
"2009","Romania","Energy","Million purchasing power standards (PPS) at 2005 prices","40.876",""
"2009","Romania","Industrial production and technology","Million euro","67.417",""
"2009","Romania","Industrial production and technology","Euro per inhabitant","3.3",""
"2009","Romania","Industrial production and technology","Million units of national currency","285.84",""
"2009","Romania","Industrial production and technology","Million purchasing power standards (PPS)","138.784",""
"2009","Romania","Industrial production and technology","Million purchasing power standards (PPS) at 2005 prices","114.797",""
"2009","Romania","Health","Million euro","45.055",""
"2009","Romania","Health","Euro per inhabitant","2.2",""
"2009","Romania","Health","Million units of national currency","191.03",""
"2009","Romania","Health","Million purchasing power standards (PPS)","92.751",""
"2009","Romania","Health","Million purchasing power standards (PPS) at 2005 prices","76.72",""
"2009","Romania","Agriculture","Million euro","27.737",""
"2009","Romania","Agriculture","Euro per inhabitant","1.4",""
"2009","Romania","Agriculture","Million units of national currency","117.6",""
"2009","Romania","Agriculture","Million purchasing power standards (PPS)","57.099",""
"2009","Romania","Agriculture","Million purchasing power standards (PPS) at 2005 prices","47.23",""
"2009","Romania","Education","Million euro","17.052",""
"2009","Romania","Education","Euro per inhabitant","0.8",""
"2009","Romania","Education","Million units of national currency","72.3",""
"2009","Romania","Education","Million purchasing power standards (PPS)","35.104",""
"2009","Romania","Education","Million purchasing power standards (PPS) at 2005 prices","29.037",""
"2009","Romania","Culture, recreation, religion and mass media","Million euro","4.08",""
"2009","Romania","Culture, recreation, religion and mass media","Euro per inhabitant","0.2",""
"2009","Romania","Culture, recreation, religion and mass media","Million units of national currency","17.3",""
"2009","Romania","Culture, recreation, religion and mass media","Million purchasing power standards (PPS)","8.4",""
"2009","Romania","Culture, recreation, religion and mass media","Million purchasing power standards (PPS) at 2005 prices","6.948",""
"2009","Romania","Political and social systems, structures and processes","Million euro","5.118",""
"2009","Romania","Political and social systems, structures and processes","Euro per inhabitant","0.3",""
"2009","Romania","Political and social systems, structures and processes","Million units of national currency","21.7",""
"2009","Romania","Political and social systems, structures and processes","Million purchasing power standards (PPS)","10.536",""
"2009","Romania","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices","8.715",""
"2009","Romania","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro",":",""
"2009","Romania","General advancement of knowledge: R&D financed from General University Funds (GUF)","Euro per inhabitant",":",""
"2009","Romania","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million units of national currency",":",""
"2009","Romania","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS)",":",""
"2009","Romania","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS) at 2005 prices",":",""
"2009","Romania","General advancement of knowledge: R&D financed from other sources than GUF","Million euro","71.365",""
"2009","Romania","General advancement of knowledge: R&D financed from other sources than GUF","Euro per inhabitant","3.5",""
"2009","Romania","General advancement of knowledge: R&D financed from other sources than GUF","Million units of national currency","302.58",""
"2009","Romania","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS)","146.912",""
"2009","Romania","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS) at 2005 prices","121.52",""
"2009","Romania","Defence","Million euro","12.333",""
"2009","Romania","Defence","Euro per inhabitant","0.6",""
"2009","Romania","Defence","Million units of national currency","52.29",""
"2009","Romania","Defence","Million purchasing power standards (PPS)","25.388",""
"2009","Romania","Defence","Million purchasing power standards (PPS) at 2005 prices","21",""
"2009","Romania","Total civil R&D appropriations","Million euro","348.1",""
"2009","Romania","Total civil R&D appropriations","Euro per inhabitant","17",""
"2009","Romania","Total civil R&D appropriations","Million units of national currency","1 475.91",""
"2009","Romania","Total civil R&D appropriations","Million purchasing power standards (PPS)","716.6",""
"2009","Romania","Total civil R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","592.745",""
"2009","Romania","Total R&D appropriations","Million euro","360.433",""
"2009","Romania","Total R&D appropriations","Euro per inhabitant","17.6",""
"2009","Romania","Total R&D appropriations","Million units of national currency","1 528.2",""
"2009","Romania","Total R&D appropriations","Million purchasing power standards (PPS)","741.989",""
"2009","Romania","Total R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","613.746",""
"2009","Slovenia","Exploration and exploitation of the earth","Million euro","3.618",""
"2009","Slovenia","Exploration and exploitation of the earth","Euro per inhabitant","1.8",""
"2009","Slovenia","Exploration and exploitation of the earth","Million units of national currency","3.618",""
"2009","Slovenia","Exploration and exploitation of the earth","Million purchasing power standards (PPS)","4.265",""
"2009","Slovenia","Exploration and exploitation of the earth","Million purchasing power standards (PPS) at 2005 prices","4.382",""
"2009","Slovenia","Environment","Million euro","5.558",""
"2009","Slovenia","Environment","Euro per inhabitant","2.7",""
"2009","Slovenia","Environment","Million units of national currency","5.558",""
"2009","Slovenia","Environment","Million purchasing power standards (PPS)","6.552",""
"2009","Slovenia","Environment","Million purchasing power standards (PPS) at 2005 prices","6.732",""
"2009","Slovenia","Exploration and exploitation of space","Million euro","0.847",""
"2009","Slovenia","Exploration and exploitation of space","Euro per inhabitant","0.4",""
"2009","Slovenia","Exploration and exploitation of space","Million units of national currency","0.847",""
"2009","Slovenia","Exploration and exploitation of space","Million purchasing power standards (PPS)","0.999",""
"2009","Slovenia","Exploration and exploitation of space","Million purchasing power standards (PPS) at 2005 prices","1.026",""
"2009","Slovenia","Transport, telecommunication and other infrastructures","Million euro","5.581",""
"2009","Slovenia","Transport, telecommunication and other infrastructures","Euro per inhabitant","2.7",""
"2009","Slovenia","Transport, telecommunication and other infrastructures","Million units of national currency","5.581",""
"2009","Slovenia","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS)","6.579",""
"2009","Slovenia","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS) at 2005 prices","6.76",""
"2009","Slovenia","Energy","Million euro","3.876",""
"2009","Slovenia","Energy","Euro per inhabitant","1.9",""
"2009","Slovenia","Energy","Million units of national currency","3.876",""
"2009","Slovenia","Energy","Million purchasing power standards (PPS)","4.569",""
"2009","Slovenia","Energy","Million purchasing power standards (PPS) at 2005 prices","4.695",""
"2009","Slovenia","Industrial production and technology","Million euro","54.161",""
"2009","Slovenia","Industrial production and technology","Euro per inhabitant","26.6",""
"2009","Slovenia","Industrial production and technology","Million units of national currency","54.161",""
"2009","Slovenia","Industrial production and technology","Million purchasing power standards (PPS)","63.847",""
"2009","Slovenia","Industrial production and technology","Million purchasing power standards (PPS) at 2005 prices","65.603",""
"2009","Slovenia","Health","Million euro","11.544",""
"2009","Slovenia","Health","Euro per inhabitant","5.7",""
"2009","Slovenia","Health","Million units of national currency","11.544",""
"2009","Slovenia","Health","Million purchasing power standards (PPS)","13.608",""
"2009","Slovenia","Health","Million purchasing power standards (PPS) at 2005 prices","13.983",""
"2009","Slovenia","Agriculture","Million euro","8.068",""
"2009","Slovenia","Agriculture","Euro per inhabitant","4",""
"2009","Slovenia","Agriculture","Million units of national currency","8.068",""
"2009","Slovenia","Agriculture","Million purchasing power standards (PPS)","9.511",""
"2009","Slovenia","Agriculture","Million purchasing power standards (PPS) at 2005 prices","9.773",""
"2009","Slovenia","Education","Million euro","0.011",""
"2009","Slovenia","Education","Euro per inhabitant","0",""
"2009","Slovenia","Education","Million units of national currency","0.011",""
"2009","Slovenia","Education","Million purchasing power standards (PPS)","0.013",""
"2009","Slovenia","Education","Million purchasing power standards (PPS) at 2005 prices","0.013",""
"2009","Slovenia","Culture, recreation, religion and mass media","Million euro","0.206",""
"2009","Slovenia","Culture, recreation, religion and mass media","Euro per inhabitant","0.1",""
"2009","Slovenia","Culture, recreation, religion and mass media","Million units of national currency","0.206",""
"2009","Slovenia","Culture, recreation, religion and mass media","Million purchasing power standards (PPS)","0.243",""
"2009","Slovenia","Culture, recreation, religion and mass media","Million purchasing power standards (PPS) at 2005 prices","0.25",""
"2009","Slovenia","Political and social systems, structures and processes","Million euro","15.711",""
"2009","Slovenia","Political and social systems, structures and processes","Euro per inhabitant","7.7",""
"2009","Slovenia","Political and social systems, structures and processes","Million units of national currency","15.711",""
"2009","Slovenia","Political and social systems, structures and processes","Million purchasing power standards (PPS)","18.521",""
"2009","Slovenia","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices","19.03",""
"2009","Slovenia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro","1.737",""
"2009","Slovenia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Euro per inhabitant","0.9",""
"2009","Slovenia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million units of national currency","1.737",""
"2009","Slovenia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS)","2.048",""
"2009","Slovenia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS) at 2005 prices","2.104",""
"2009","Slovenia","General advancement of knowledge: R&D financed from other sources than GUF","Million euro","129.785",""
"2009","Slovenia","General advancement of knowledge: R&D financed from other sources than GUF","Euro per inhabitant","63.9",""
"2009","Slovenia","General advancement of knowledge: R&D financed from other sources than GUF","Million units of national currency","129.785",""
"2009","Slovenia","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS)","152.994",""
"2009","Slovenia","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS) at 2005 prices","157.203",""
"2009","Slovenia","Defence","Million euro","4.255",""
"2009","Slovenia","Defence","Euro per inhabitant","2.1",""
"2009","Slovenia","Defence","Million units of national currency","4.255",""
"2009","Slovenia","Defence","Million purchasing power standards (PPS)","5.016",""
"2009","Slovenia","Defence","Million purchasing power standards (PPS) at 2005 prices","5.154",""
"2009","Slovenia","Total civil R&D appropriations","Million euro","240.703",""
"2009","Slovenia","Total civil R&D appropriations","Euro per inhabitant","118.4",""
"2009","Slovenia","Total civil R&D appropriations","Million units of national currency","240.703",""
"2009","Slovenia","Total civil R&D appropriations","Million purchasing power standards (PPS)","283.748",""
"2009","Slovenia","Total civil R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","291.555",""
"2009","Slovenia","Total R&D appropriations","Million euro","244.958",""
"2009","Slovenia","Total R&D appropriations","Euro per inhabitant","120.5",""
"2009","Slovenia","Total R&D appropriations","Million units of national currency","244.958",""
"2009","Slovenia","Total R&D appropriations","Million purchasing power standards (PPS)","288.763",""
"2009","Slovenia","Total R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","296.708",""
"2009","Slovakia","Exploration and exploitation of the earth","Million euro","2.856",""
"2009","Slovakia","Exploration and exploitation of the earth","Euro per inhabitant","0.5",""
"2009","Slovakia","Exploration and exploitation of the earth","Million units of national currency","2.856",""
"2009","Slovakia","Exploration and exploitation of the earth","Million purchasing power standards (PPS)","4.216",""
"2009","Slovakia","Exploration and exploitation of the earth","Million purchasing power standards (PPS) at 2005 prices","4.062",""
"2009","Slovakia","Environment","Million euro","5.378",""
"2009","Slovakia","Environment","Euro per inhabitant","1",""
"2009","Slovakia","Environment","Million units of national currency","5.378",""
"2009","Slovakia","Environment","Million purchasing power standards (PPS)","7.938",""
"2009","Slovakia","Environment","Million purchasing power standards (PPS) at 2005 prices","7.65",""
"2009","Slovakia","Exploration and exploitation of space","Million euro","0.719",""
"2009","Slovakia","Exploration and exploitation of space","Euro per inhabitant","0.1",""
"2009","Slovakia","Exploration and exploitation of space","Million units of national currency","0.719",""
"2009","Slovakia","Exploration and exploitation of space","Million purchasing power standards (PPS)","1.061",""
"2009","Slovakia","Exploration and exploitation of space","Million purchasing power standards (PPS) at 2005 prices","1.023",""
"2009","Slovakia","Transport, telecommunication and other infrastructures","Million euro","4.126",""
"2009","Slovakia","Transport, telecommunication and other infrastructures","Euro per inhabitant","0.8",""
"2009","Slovakia","Transport, telecommunication and other infrastructures","Million units of national currency","4.126",""
"2009","Slovakia","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS)","6.09",""
"2009","Slovakia","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS) at 2005 prices","5.869",""
"2009","Slovakia","Energy","Million euro","3.799",""
"2009","Slovakia","Energy","Euro per inhabitant","0.7",""
"2009","Slovakia","Energy","Million units of national currency","3.799",""
"2009","Slovakia","Energy","Million purchasing power standards (PPS)","5.607",""
"2009","Slovakia","Energy","Million purchasing power standards (PPS) at 2005 prices","5.404",""
"2009","Slovakia","Industrial production and technology","Million euro","12.352",""
"2009","Slovakia","Industrial production and technology","Euro per inhabitant","2.3",""
"2009","Slovakia","Industrial production and technology","Million units of national currency","12.352",""
"2009","Slovakia","Industrial production and technology","Million purchasing power standards (PPS)","18.232",""
"2009","Slovakia","Industrial production and technology","Million purchasing power standards (PPS) at 2005 prices","17.569",""
"2009","Slovakia","Health","Million euro","10.968",""
"2009","Slovakia","Health","Euro per inhabitant","2",""
"2009","Slovakia","Health","Million units of national currency","10.968",""
"2009","Slovakia","Health","Million purchasing power standards (PPS)","16.189",""
"2009","Slovakia","Health","Million purchasing power standards (PPS) at 2005 prices","15.601",""
"2009","Slovakia","Agriculture","Million euro","11.462",""
"2009","Slovakia","Agriculture","Euro per inhabitant","2.1",""
"2009","Slovakia","Agriculture","Million units of national currency","11.462",""
"2009","Slovakia","Agriculture","Million purchasing power standards (PPS)","16.918",""
"2009","Slovakia","Agriculture","Million purchasing power standards (PPS) at 2005 prices","16.303",""
"2009","Slovakia","Education","Million euro","2.857",""
"2009","Slovakia","Education","Euro per inhabitant","0.5",""
"2009","Slovakia","Education","Million units of national currency","2.857",""
"2009","Slovakia","Education","Million purchasing power standards (PPS)","4.217",""
"2009","Slovakia","Education","Million purchasing power standards (PPS) at 2005 prices","4.064",""
"2009","Slovakia","Culture, recreation, religion and mass media","Million euro","7.564",""
"2009","Slovakia","Culture, recreation, religion and mass media","Euro per inhabitant","1.4",""
"2009","Slovakia","Culture, recreation, religion and mass media","Million units of national currency","7.564",""
"2009","Slovakia","Culture, recreation, religion and mass media","Million purchasing power standards (PPS)","11.165",""
"2009","Slovakia","Culture, recreation, religion and mass media","Million purchasing power standards (PPS) at 2005 prices","10.759",""
"2009","Slovakia","Political and social systems, structures and processes","Million euro","2.652",""
"2009","Slovakia","Political and social systems, structures and processes","Euro per inhabitant","0.5",""
"2009","Slovakia","Political and social systems, structures and processes","Million units of national currency","2.652",""
"2009","Slovakia","Political and social systems, structures and processes","Million purchasing power standards (PPS)","3.914",""
"2009","Slovakia","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices","3.772",""
"2009","Slovakia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro","52.634",""
"2009","Slovakia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Euro per inhabitant","9.8",""
"2009","Slovakia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million units of national currency","52.634",""
"2009","Slovakia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS)","77.689",""
"2009","Slovakia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS) at 2005 prices","74.866",""
"2009","Slovakia","General advancement of knowledge: R&D financed from other sources than GUF","Million euro","103.3",""
"2009","Slovakia","General advancement of knowledge: R&D financed from other sources than GUF","Euro per inhabitant","19.2",""
"2009","Slovakia","General advancement of knowledge: R&D financed from other sources than GUF","Million units of national currency","103.3",""
"2009","Slovakia","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS)","152.472",""
"2009","Slovakia","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS) at 2005 prices","146.932",""
"2009","Slovakia","Defence","Million euro","8.306",""
"2009","Slovakia","Defence","Euro per inhabitant","1.5",""
"2009","Slovakia","Defence","Million units of national currency","8.306",""
"2009","Slovakia","Defence","Million purchasing power standards (PPS)","12.26",""
"2009","Slovakia","Defence","Million purchasing power standards (PPS) at 2005 prices","11.814",""
"2009","Slovakia","Total civil R&D appropriations","Million euro","220.667",""
"2009","Slovakia","Total civil R&D appropriations","Euro per inhabitant","41",""
"2009","Slovakia","Total civil R&D appropriations","Million units of national currency","220.667",""
"2009","Slovakia","Total civil R&D appropriations","Million purchasing power standards (PPS)","325.708",""
"2009","Slovakia","Total civil R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","313.872",""
"2009","Slovakia","Total R&D appropriations","Million euro","228.973",""
"2009","Slovakia","Total R&D appropriations","Euro per inhabitant","42.5",""
"2009","Slovakia","Total R&D appropriations","Million units of national currency","228.973",""
"2009","Slovakia","Total R&D appropriations","Million purchasing power standards (PPS)","337.968",""
"2009","Slovakia","Total R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","325.687",""
"2009","Finland","Exploration and exploitation of the earth","Million euro","23.214",""
"2009","Finland","Exploration and exploitation of the earth","Euro per inhabitant","4.4",""
"2009","Finland","Exploration and exploitation of the earth","Million units of national currency","23.214",""
"2009","Finland","Exploration and exploitation of the earth","Million purchasing power standards (PPS)","19.703",""
"2009","Finland","Exploration and exploitation of the earth","Million purchasing power standards (PPS) at 2005 prices","18.495",""
"2009","Finland","Environment","Million euro","29.229",""
"2009","Finland","Environment","Euro per inhabitant","5.5",""
"2009","Finland","Environment","Million units of national currency","29.229",""
"2009","Finland","Environment","Million purchasing power standards (PPS)","24.808",""
"2009","Finland","Environment","Million purchasing power standards (PPS) at 2005 prices","23.287",""
"2009","Finland","Exploration and exploitation of space","Million euro","31.172",""
"2009","Finland","Exploration and exploitation of space","Euro per inhabitant","5.9",""
"2009","Finland","Exploration and exploitation of space","Million units of national currency","31.172",""
"2009","Finland","Exploration and exploitation of space","Million purchasing power standards (PPS)","26.458",""
"2009","Finland","Exploration and exploitation of space","Million purchasing power standards (PPS) at 2005 prices","24.835",""
"2009","Finland","Transport, telecommunication and other infrastructures","Million euro","41.548",""
"2009","Finland","Transport, telecommunication and other infrastructures","Euro per inhabitant","7.8",""
"2009","Finland","Transport, telecommunication and other infrastructures","Million units of national currency","41.548",""
